"No.","Time","Source","Destination","Protocol","Length","Info"
"1213","19.022081","142.250.67.33","192.168.0.185","QUIC","351","Protected Payload (KP0)"
"1214","19.022313","192.168.0.185","142.250.67.33","QUIC","1292","Handshake, DCID=e806c5d206fdbdfe"
"1215","19.022501","192.168.0.185","142.250.67.33","QUIC","73","Protected Payload (KP0), DCID=e806c5d206fdbdfe"
"1216","19.022679","192.168.0.185","142.250.67.33","QUIC","155","Protected Payload (KP0), DCID=e806c5d206fdbdfe"
"1217","19.023143","142.250.77.99","192.168.0.185","QUIC","1292","Handshake, SCID=e248f69baf08b253"
"1218","19.023143","142.250.77.99","192.168.0.185","QUIC","1292","Handshake, SCID=e248f69baf08b253"
"1219","19.023232","142.250.77.99","192.168.0.185","QUIC","800","Protected Payload (KP0)"
"1220","19.023232","142.250.77.99","192.168.0.185","QUIC","85","Handshake, SCID=e248f69baf08b253"
"1221","19.023449","192.168.0.185","142.250.77.99","QUIC","81","Handshake, DCID=e248f69baf08b253"
"1222","19.024259","142.250.77.99","192.168.0.185","TCP","54","443  >  53654 [ACK] Seq=1 Ack=1756 Win=268032 Len=0"
"1223","19.024406","142.251.222.194","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"1224","19.024813","192.168.0.185","142.250.77.99","QUIC","84","Handshake, DCID=e248f69baf08b253"
"1225","19.027343","192.168.0.185","142.250.77.99","QUIC","125","Handshake, DCID=e248f69baf08b253"
"1226","19.027619","192.168.0.185","142.250.77.99","QUIC","112","Protected Payload (KP0), DCID=e248f69baf08b253"
"1227","19.028581","192.168.0.185","142.250.77.99","QUIC","1288","Protected Payload (KP0), DCID=e248f69baf08b253"
"1228","19.028675","192.168.0.185","142.250.77.99","QUIC","1292","Protected Payload (KP0), DCID=e248f69baf08b253"
"1229","19.028738","192.168.0.185","142.250.77.99","QUIC","1292","Protected Payload (KP0), DCID=e248f69baf08b253"
"1230","19.028835","192.168.0.185","142.250.77.99","QUIC","121","Protected Payload (KP0), DCID=e248f69baf08b253"
"1231","19.028884","192.168.0.185","142.250.77.99","QUIC","110","Protected Payload (KP0), DCID=e248f69baf08b253"
"1232","19.031116","142.250.67.33","192.168.0.185","QUIC","162","Protected Payload (KP0)"
"1233","19.032150","192.168.0.185","142.250.67.33","QUIC","75","Protected Payload (KP0), DCID=e806c5d206fdbdfe"
"1234","19.032859","192.168.0.185","142.251.43.68","QUIC","601","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1235","19.032908","142.250.77.99","192.168.0.185","QUIC","982","Protected Payload (KP0)"
"1236","19.032908","142.250.77.99","192.168.0.185","QUIC","179","Protected Payload (KP0)"
"1237","19.032908","142.250.77.99","192.168.0.185","QUIC","65","Protected Payload (KP0)"
"1238","19.032908","142.250.77.99","192.168.0.185","QUIC","65","Protected Payload (KP0)"
"1239","19.033244","192.168.0.185","142.250.77.99","QUIC","75","Protected Payload (KP0), DCID=e248f69baf08b253"
"1240","19.033333","192.168.0.185","142.250.77.99","QUIC","75","Protected Payload (KP0), DCID=e248f69baf08b253"
"1241","19.041699","142.250.77.99","192.168.0.185","QUIC","69","Protected Payload (KP0)"
"1242","19.041699","142.251.43.68","192.168.0.185","QUIC","72","Protected Payload (KP0)"
"1243","19.047868","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1244","19.050268","142.250.77.99","192.168.0.185","TLSv1.3","5702","Server Hello, Change Cipher Spec"
"1245","19.050268","142.250.77.99","192.168.0.185","TLSv1.3","971","Application Data"
"1246","19.050888","192.168.0.185","142.250.77.99","TCP","54","53654  >  443 [ACK] Seq=1756 Ack=6566 Win=131072 Len=0"
"1247","19.052480","192.168.0.185","142.250.77.99","TLSv1.3","128","Change Cipher Spec, Application Data"
"1248","19.068351","192.168.0.185","142.250.77.99","QUIC","76","Protected Payload (KP0), DCID=e248f69baf08b253"
"1249","19.068907","142.250.67.33","192.168.0.185","QUIC","1185","Protected Payload (KP0)"
"1250","19.068907","142.250.77.99","192.168.0.185","TLSv1.3","1010","Application Data, Application Data"
"1251","19.069075","142.250.67.33","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"1252","19.069566","192.168.0.185","142.250.67.33","QUIC","79","Protected Payload (KP0), DCID=e806c5d206fdbdfe"
"1253","19.070578","192.168.0.185","142.250.67.33","QUIC","75","Protected Payload (KP0), DCID=e806c5d206fdbdfe"
"1254","19.077520","142.250.77.99","192.168.0.185","QUIC","835","Protected Payload (KP0)"
"1255","19.077520","142.250.77.99","192.168.0.185","QUIC","63","Protected Payload (KP0)"
"1256","19.077673","142.250.67.33","192.168.0.185","QUIC","69","Protected Payload (KP0)"
"1257","19.078038","192.168.0.185","142.250.77.99","QUIC","79","Protected Payload (KP0), DCID=e248f69baf08b253"
"1258","19.089897","142.251.43.68","192.168.0.185","QUIC","344","Protected Payload (KP0)"
"1259","19.089897","142.251.43.68","192.168.0.185","QUIC","65","Protected Payload (KP0)"
"1260","19.091987","192.168.0.185","142.251.43.68","QUIC","79","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1261","19.096212","192.168.0.185","142.251.43.68","QUIC","209","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1262","19.098891","142.251.43.68","192.168.0.185","QUIC","68","Protected Payload (KP0)"
"1263","19.102655","142.251.43.68","192.168.0.185","QUIC","72","Protected Payload (KP0)"
"1264","19.104071","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1265","19.107807","142.250.77.99","192.168.0.185","QUIC","66","Protected Payload (KP0)"
"1266","19.114492","192.168.0.185","142.250.77.99","TCP","54","53654  >  443 [ACK] Seq=1830 Ack=7522 Win=130304 Len=0"
"1267","19.126951","192.168.0.185","192.168.0.1","DNS","88","Standard query 0x03b1 A ogads-pa.clients6.google.com"
"1268","19.127770","192.168.0.185","192.168.0.1","DNS","88","Standard query 0xc7a4 HTTPS ogads-pa.clients6.google.com"
"1269","19.129169","192.168.0.1","192.168.0.185","DNS","104","Standard query response 0x03b1 A ogads-pa.clients6.google.com A 142.250.206.42"
"1270","19.129931","192.168.0.1","192.168.0.185","DNS","138","Standard query response 0xc7a4 HTTPS ogads-pa.clients6.google.com SOA ns1.google.com"
"1271","19.133093","192.168.0.185","142.250.206.42","QUIC","1292","Initial, DCID=0eb15a64aed031fe, PKN: 1, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, CRYPTO"
"1272","19.133221","192.168.0.185","142.250.206.42","QUIC","1292","Initial, DCID=0eb15a64aed031fe, PKN: 2, CRYPTO"
"1273","19.133273","192.168.0.185","142.250.206.42","QUIC","1292","Initial, DCID=0eb15a64aed031fe, PKN: 3, PADDING, PING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PING, PADDING, CRYPTO, PING, PADDING, PING, CRYPTO, PING, PADDING, CRYPTO, PADDING, PING, CRYPTO, PING, PADDING"
"1274","19.133644","192.168.0.185","142.250.206.42","QUIC","120","0-RTT, DCID=0eb15a64aed031fe"
"1275","19.146015","142.250.206.42","192.168.0.185","QUIC","82","Initial, SCID=eeb15a64aed031fe, PKN: 1, ACK"
"1276","19.151376","142.250.206.42","192.168.0.185","QUIC","82","Initial, SCID=eeb15a64aed031fe, PKN: 2, ACK"
"1277","19.151376","142.250.206.42","192.168.0.185","QUIC","1292","Initial, SCID=eeb15a64aed031fe, PKN: 3, ACK, PADDING"
"1278","19.151635","142.250.206.42","192.168.0.185","QUIC","1292","Initial, SCID=eeb15a64aed031fe, PKN: 4, ACK, PADDING"
"1279","19.176594","192.168.0.185","142.250.206.42","QUIC","1292","Initial, DCID=eeb15a64aed031fe, PKN: 6, PADDING, PING, PADDING"
"1280","19.180176","142.250.206.42","192.168.0.185","QUIC","1292","Initial, SCID=eeb15a64aed031fe, PKN: 5, ACK, PADDING"
"1281","19.182101","142.250.206.42","192.168.0.185","QUIC","1292","Initial, SCID=eeb15a64aed031fe, PKN: 6, CRYPTO, PADDING"
"1282","19.182101","142.250.206.42","192.168.0.185","QUIC","347","Protected Payload (KP0)"
"1283","19.182101","142.250.206.42","192.168.0.185","QUIC","987","Protected Payload (KP0)"
"1284","19.182230","142.250.206.42","192.168.0.185","QUIC","90","Protected Payload (KP0)"
"1285","19.182230","142.250.206.42","192.168.0.185","QUIC","66","Protected Payload (KP0)"
"1286","19.182885","192.168.0.185","142.250.206.42","QUIC","120","Handshake, DCID=eeb15a64aed031fe"
"1287","19.183040","192.168.0.185","142.250.206.42","QUIC","73","Protected Payload (KP0), DCID=eeb15a64aed031fe"
"1288","19.183401","192.168.0.185","142.250.206.42","QUIC","1288","Protected Payload (KP0), DCID=eeb15a64aed031fe"
"1289","19.183472","192.168.0.185","142.250.206.42","QUIC","1292","Protected Payload (KP0), DCID=eeb15a64aed031fe"
"1290","19.183508","192.168.0.185","142.250.206.42","QUIC","1292","Protected Payload (KP0), DCID=eeb15a64aed031fe"
"1291","19.183589","192.168.0.185","142.250.206.42","QUIC","225","Protected Payload (KP0), DCID=eeb15a64aed031fe"
"1292","19.183621","192.168.0.185","142.250.206.42","QUIC","191","Protected Payload (KP0), DCID=eeb15a64aed031fe"
"1293","19.185576","142.250.206.42","192.168.0.185","QUIC","162","Protected Payload (KP0)"
"1294","19.185970","142.250.206.42","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"1295","19.189112","142.250.206.42","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"1296","19.189112","142.250.206.42","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"1297","19.190229","142.250.206.42","192.168.0.185","QUIC","71","Protected Payload (KP0)"
"1298","19.190493","192.168.0.185","142.250.206.42","QUIC","73","Protected Payload (KP0), DCID=eeb15a64aed031fe"
"1299","19.221019","192.168.0.185","142.251.43.68","QUIC","652","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1300","19.221180","142.251.43.68","192.168.0.185","QUIC","1287","Protected Payload (KP0)"
"1301","19.221180","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1302","19.221284","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1303","19.221284","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1304","19.221284","142.251.43.68","192.168.0.185","QUIC","100","Protected Payload (KP0)"
"1305","19.221284","142.251.43.68","192.168.0.185","QUIC","122","Protected Payload (KP0)"
"1306","19.223814","192.168.0.185","142.251.43.68","QUIC","79","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1307","19.226458","142.251.43.68","192.168.0.185","QUIC","72","Protected Payload (KP0)"
"1308","19.227642","142.251.43.68","192.168.0.185","QUIC","68","Protected Payload (KP0)"
"1309","19.230035","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1310","19.244113","142.250.206.42","192.168.0.185","QUIC","187","Protected Payload (KP0)"
"1311","19.244113","142.250.206.42","192.168.0.185","QUIC","878","Protected Payload (KP0)"
"1312","19.244420","192.168.0.185","142.250.206.42","QUIC","75","Protected Payload (KP0), DCID=eeb15a64aed031fe"
"1313","19.244681","192.168.0.185","142.250.206.42","QUIC","77","Protected Payload (KP0), DCID=eeb15a64aed031fe"
"1314","19.248612","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"1315","19.254661","142.251.43.68","192.168.0.185","QUIC","1286","Protected Payload (KP0)"
"1316","19.254661","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1317","19.254823","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1318","19.254823","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1319","19.254823","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1320","19.254823","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1321","19.255138","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1322","19.255138","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1323","19.255138","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1324","19.255138","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1325","19.255138","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1326","19.255138","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1327","19.255138","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1328","19.255138","142.251.43.68","192.168.0.185","QUIC","521","Protected Payload (KP0)"
"1329","19.255440","192.168.0.185","142.251.43.68","QUIC","74","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1330","19.269313","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"1331","19.269313","142.251.43.68","192.168.0.185","QUIC","1284","Protected Payload (KP0)"
"1332","19.269331","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1333","19.269422","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1334","19.269422","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1335","19.269422","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1336","19.269422","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1337","19.269422","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1338","19.269422","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1339","19.269422","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1340","19.269422","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1341","19.269422","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1342","19.269681","192.168.0.185","142.251.43.68","QUIC","74","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1343","19.271374","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1344","19.271374","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1345","19.271374","142.251.43.68","192.168.0.185","QUIC","1120","Protected Payload (KP0)"
"1346","19.272719","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1347","19.284685","142.250.206.42","192.168.0.185","QUIC","66","Protected Payload (KP0)"
"1348","19.284685","142.251.43.68","192.168.0.185","QUIC","252","Protected Payload (KP0)"
"1349","19.284943","142.251.43.68","192.168.0.185","QUIC","65","Protected Payload (KP0)"
"1350","19.284943","142.251.43.68","192.168.0.185","QUIC","1284","Protected Payload (KP0)"
"1351","19.284943","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1352","19.284943","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1353","19.284943","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1354","19.284943","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1355","19.284943","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1356","19.284943","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1357","19.284943","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1358","19.284943","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1359","19.284943","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1360","19.285902","192.168.0.185","142.251.43.68","QUIC","78","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1361","19.286921","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1362","19.286921","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1363","19.286921","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1364","19.286921","142.251.43.68","192.168.0.185","QUIC","1028","Protected Payload (KP0)"
"1365","19.286921","142.251.43.68","192.168.0.185","QUIC","243","Protected Payload (KP0)"
"1366","19.286921","142.251.43.68","192.168.0.185","QUIC","470","Protected Payload (KP0)"
"1367","19.286921","142.251.43.68","192.168.0.185","QUIC","88","Protected Payload (KP0)"
"1368","19.287680","192.168.0.185","142.251.43.68","QUIC","74","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1369","19.291045","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1370","19.291210","142.251.43.68","192.168.0.185","QUIC","68","Protected Payload (KP0)"
"1371","19.346351","192.168.0.185","142.251.43.68","QUIC","512","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1372","19.349918","142.251.43.68","192.168.0.185","QUIC","72","Protected Payload (KP0)"
"1373","19.350761","192.168.0.185","142.251.43.68","QUIC","300","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1374","19.353888","142.251.43.68","192.168.0.185","QUIC","72","Protected Payload (KP0)"
"1375","19.358425","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1376","19.366523","192.168.0.185","142.251.43.68","QUIC","1292","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1377","19.366697","192.168.0.185","142.251.43.68","QUIC","138","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1378","19.369375","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
"1379","19.372428","142.251.43.68","192.168.0.185","QUIC","68","Protected Payload (KP0)"
"1380","19.372428","142.251.43.68","192.168.0.185","QUIC","72","Protected Payload (KP0)"
"1381","19.374369","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"1382","19.377024","142.251.43.68","192.168.0.185","QUIC","1287","Protected Payload (KP0)"
"1383","19.377024","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1384","19.377216","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1385","19.377216","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1386","19.377216","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1387","19.377216","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1388","19.377216","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1389","19.377216","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1390","19.377216","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1391","19.377216","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1392","19.377216","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1393","19.377216","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1394","19.377216","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1395","19.377216","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1396","19.377407","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"1397","19.377407","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
